Symbol,Description
T45.L,United Kingdom
T46.L,United Kingdom
T47.L,United Kingdom
T49.L,United Kingdom
T4Q.L,United Kingdom
T52.L,United Kingdom
T58.L,United Kingdom
T62.L,United Kingdom
T68.L,United Kingdom
TAB.L,BECKET INVEST PLC
TAGB.L,Thinkcapital Etf's N.V.
TAM.L,Tatton Asset Management Plc
TAN.L,Tanfield Group Plc
TAND.L,Tan Delta Systems PLC
TAST.L,Tasty Plc
TASX.L,FTSE Techmark Allshare
TATE.L,Tate & Lyle Plc
TAVI.L,Tavistock Investments Pl
TBCG.L,Tbc Bank Group Plc
TBLD.L,
TCAP.L,Tp Icap Plc
TCS.L,Tcs Group Holding Plc
TDGB.L,Thinkcapital Etf's N.V.
TDIV.L,Thinkcapital Etf's N.V.
TE10.L,Test Stocks
TEAM.L,
TEET.L,Thinkcapital Etf's N.V.
TEG.L,Ten Entertainment Group Plc
TEGB.L,Thinkcapital Etf's N.V.
TEK.L,Tekcapital Plc
TELE.L,SSGA SPDR ETFS Europe II
TEM.L,Templeton Emerging Markets Investment TR
TENG.L,Ten Lifestyle Group Plc
TENT.L,
TEP.L,Telecom Plus Plc
TERN.L,Tern Plc
TET.L,Treatt Plc
TFG.L,Tetragon Financial Group Limited
TFGS.L,Tetragon Financial Group Limited
TFIF.L,Twentyfour Income Fund L
TFRN.L,Wisdomtree Issuer Plc
TFW.L,Thorpe [F.W.] Plc
TG44.L,United Kingdom
TG52.L,United Kingdom
TGA.L,T&g Aim Vct
TGP.L,Tekmar Group Plc
TGR.L,10 Grp Ord
THAL.L,Thalassa Holdings Limited
THAMCSCN.L,FTSE Thailand Mid Small Cap Net Tax Inde
THG.L,Terrace Hill Group Plc
THR.L,Thor Mining Plc
THRG.L,Throgmorton Trust Plc
THRL.L,Target Healthcare REIT L
THRU.L,Thruvision Group Plc
THS.L,Tharisa Plc
THX.L,
TI5G.L,Ishares II Plc
TIA.L,
TIDE.L,Crimson Tide Plc
TIFS.L,Ti Fluid Systems Plc
TIG.L,Innovation Group Plc
TIGT.L,Troy Income & Growth Trust Plc
TIME.L,TIMESTRIP ORD GBP0.0002
TINM.L,ETFS Commodity Securities Limited
TIP5.L,Ishares II Plc
TIPA.L,Multi Units Luxembourg
TIPG.L,Multi Units Luxembourg
TIPH.L,Multi Units Luxembourg
TIPS.L,SSGA SPDR ETFS Europe I Plc
TIPU.L,Multi Units Luxembourg
TIR.L,Tiger Resource Finance Plc
TKO.L,Taseko Mines Limited
TLOU.L,Tlou Energy Limited
TLW.L,Tullow Oil Plc
TLY.L,Totally Plc
TM1.L,
TM17.L,Team17 Group PLC
TMG.L,The Mission Group Plc
TMI.L,
TMIP.L,
TMO.L,Time Out Group Plc
TMPL.L,Temple Bar Investment Trust Plc
TMS1.L,FTSE Techmark Mediscienc
TMT.L,Tmt Investments Plc
TND.L,Tandem Group Plc
TNOW.L,Multi Units Luxembourg
TNT.L,TNT N.V EUR0.48
TOM.L,Tomco Energy Plc
TON.L,Titon Holdings Plc
TORO.L,Toro Limited
TOWN.L,Town Centre Securities Plc
TPFG.L,Property Franchise Group Plc [The]
TPHG.L,Amundi ETF
TPHU.L,Amundi ETF
TPK.L,Travis Perkins Plc
TPOS.L,Third Point Offshore Investors Limited
TPOU.L,Third Point Offshore Investors Limited
TPT.L,Topps Tiles Plc
TPV.L,Tp70 Vct Plc
TPX.L,The Panoply Holdings Plc
TPXG.L,Amundi ETF
TPXU.L,Amundi ETF
TR24.L,United Kingdom
TR25.L,United Kingdom
TR26.L,United Kingdom
TR27.L,United Kingdom
TR28.L,United Kingdom
TR30.L,United Kingdom
TR32.L,United Kingdom
TR34.L,United Kingdom
TR37.L,United Kingdom
TR38.L,United Kingdom
TR3G.L,Invesco Markets II Plc
TR40.L,United Kingdom
TR46.L,United Kingdom
TR4Q.L,United Kingdom
TR50.L,United Kingdom
TR60.L,United Kingdom
TR68.L,United Kingdom
TR7G.L,Invesco Markets II Plc
TR7S.L,Invesco Markets II Plc
TR8F.L,United Kingdom
TRAC.L,TRACTION TECHNOLOGY PLC ORD GBP0.03
TRAK.L,Trakm8 Holdings Plc
TRB.L,Tribal Group Plc
TRCS.L,Tracsis Plc
TRD.L,Triad Group Plc
TRE.L,Trading Emissions Plc
TRE3.L,Invesco Markets II Plc
TRE7.L,Invesco Markets II Plc
TREG.L,Thinkcapital Etf's N.V.
TRES.L,Invesco Markets II Plc
TRET.L,Thinkcapital Etf's N.V.
TREX.L,Invesco Markets II Plc
TRGB.L,Invesco Markets II Plc
TRI.L,Trifast Plc
TRIG.L,The Renewables Infrastru
TRIN.L,Trinity Exploration & Pr
TRIP.L,TRIPLE POINT VCT ORD GBP0.01
TRLS.L,
TRMR.L,Tremor International Ltd.
TRN.L,Trainline Plc
TRP.L,Tower Resources Plc
TRR.L,Trident Resources Plc
TRS3.L,SSGA SPDR ETFS Europe I
TRS5.L,SSGA SPDR ETFS Europe I Plc
TRSG.L,Invesco Markets II Plc
TRST.L,
TRSX.L,SSGA SPDR ETFS Europe I Plc
TRSY.L,SSGA SPDR ETFS Europe I Plc
TRT.L,Transense Technologies Plc
TRTQ.L,United Kingdom
TRU.L,Trufin Plc
TRX.L,Tissue Regenix Group Plc
TRXG.L,Invesco Markets II Plc
TRXS.L,Invesco Markets II Plc
TRY.L,TR Property Investment Trust Plc
TRYB.L,Tribe Technology PLC
TSCO.L,Tesco Plc
TSGB.L,Thinkcapital Etf's N.V.
TST.L,Touchstar Plc
TSTL.L,Tristel Plc
TSWE.L,Thinkcapital Etf's N.V.
TSY3.L,SSGA SPDR ETFS Europe I
TTG.L,Tt Electronics Plc
TTST.L,Tata Steel Limited
TUI.L,Tui Ag
TUN.L,
TUNE.L,Focusrite Plc
TURU.L,Lyxor International Asse
TW.L,Taylor Wimpey
TW100.L,Tsec Taiwan Mid-Cap
TW50.L,FTSE Tsec Taiwan 50 Inde
TW50C.L,FTSE Twse Taiwan 50 30% Capped Index
TW50U.L,Tsec Taiwan 50 Index
TWDP.L,Tsec Taiwan Dividend
TWEI.L,Tsec Taiwan Eight Industries
TWSH.L,Tsec Taiwan Shariah Index
TWTECH.L,Tsec Taiwan Technology
TXP.L,Touchstone Exploration Inc
TYM.L,Tertiary Minerals Plc
TYMN.L,Tyman Plc
TYT.L,Toyota Motor Corporation
U10G.L,Multi Units France
U13G.L,Multi Units France
U71G.L,Multi Units Luxembourg
UAV.L,Unicorn Aim Vct Plc
UB00.L,UBS ETF
UB01.L,UBS ETF
UB02.L,UBS ETF
UB03.L,UBS ETF
UB06.L,UBS ETF
UB0A.L,UBS [Irl] ETF Plc
UB0D.L,UBS ETF
UB0E.L,UBS ETF
UB0F.L,UBS ETF
UB12.L,UBS ETF
UB17.L,UBS ETF
UB20.L,UBS ETF
UB23.L,UBS ETF
UB30.L,UBS ETF
UB32.L,UBS ETF
UB39.L,UBS ETF
UB45.L,UBS ETF
UB69.L,UBS ETF
UB74.L,UBS ETF
UB82.L,UBS ETF
UBIF.L,UBS ETF
UBTL.L,UBS ETF
UBTP.L,UBS ETF
UBTS.L,UBS ETF
UBXX.L,UBS ETF
UC03.L,UBS (Irl) ETF Plc
UC07.L,UBS (Irl) ETF Plc
UC13.L,UBS (Irl) ETF Plc
UC14.L,UBS ETFS Plc
UC15.L,UBS ETFS Plc
UC44.L,UBS ETF
UC46.L,UBS ETF
UC55.L,UBS ETF
UC63.L,UBS ETF
UC64.L,UBS ETF
UC65.L,UBS ETF
UC67.L,UBS ETF
UC68.L,UBS ETF
UC76.L,UBS ETF
UC79.L,UBS ETF
UC81.L,UBS ETF
UC82.L,UBS ETF
UC85.L,UBS ETF
UC86.L,UBS ETF
UC87.L,UBS ETF
UC90.L,UBS ETFS Plc
UC93.L,UBS ETF
UC94.L,UBS ETF
UC97.L,UBS ETF
UC98.L,UBS ETF
UCAP.L,Ossiam Lux
UDVD.L,SSGA SPDR ETFS Europe I Plc
UEM.L,Utilico Emerging Markets Limited
UESD.L,UNIFIED ENERGY SYSTEMS OF RUSSIA GDR-EACH REPR 100 ORD RUB0.50 REG'S'
UESG.L,Multi Units Luxembourg
UFO.L,Alien Metals Limited
UFSD.L,Ishares IV Plc
UGAS.L,ETFS Commodity Securities Limited
UGNA.L,Epra/Nareit North America Index [Usd]
UHYG.L,Lyxor Index Fund
UIFS.L,Ishares V Public Limited Company
UINC.L,First Trust Global Funds Public Limited
UJO.L,Union Jack Oil Plc
UKCM.L,UK Commercial Property Trust Ld
UKCO.L,SSGA SPDR ETFS Europe I Plc
UKDV.L,SSGA SPDR ETFS Europe I Plc
UKLCEQSN.L,FTSE UK Large Cap Equall
UKOG.L,UK Oil & Gas Investments
UKR.L,Ukrproduct Group Limited
UKRE.L,Ishares III Plc
UKSR.L,UBS [Irl] ETF Plc
UKW.L,Greencoat UK Wind Plc
UKX.L,FTSE 100
UKXDUK.L,FTSE 100 Total Return Declared Dividend
UKXEQ.L,FTSE 100 Equally Index
UKXEQW.L,FTSE 100 Equally Weighted Index
UKXI1X.L,FTSE 100 Daily Short Str
UKXI2.L,FTSE 100 Daily Super Sho
UKXI2X.L,FTSE 100 Daily Super Sho
UKXI3X.L,FTSE 100 Daily Ultra Sho
UKXI5X.L,FTSE 100 Gross TR Index
UKXL2.L,FTSE 100 Daily Leveraged
UKXL2X.L,FTSE 100 Daily Leveraged
UKXL3X.L,FTSE 100 Daily Super Lev
UKXL4X.L,FTSE 100 Daily Ultra Lev
UKXL5X.L,FTSE 100 TR Index
UKXM.L,FTSE 100 Mini Index
UKXMV.L,FTSE 100 Minimum Variance Index
UKXNUK.L,FTSE 100 Net Dividend Index
UKXS.L,FTSE 100 Daily Short Ind
UKXSP.L,FTSE 100 Expiry Index
UKXUSD.L,FTSE 100 - USD Index
UKXUSDM.L,FTSE 100 USD Mini Index
UL3S.L,Boost Issuer Public Limited Company
ULVR.L,Unilever Plc
UNGL.L,Epra/Nareit Global Index [Usd]
UNUS.L,Epra United States Index
UOG.L,United Oil & Gas Plc
UPGS.L,Up Global Sourcing Holdings Plc
UPL.L,Upland Resources Limited
UPR.L,Uniphar Plc
UPRA.L,Epra Europe Index [Usd]
UPVL.L,UBS [Irl] ETF Plc
UQLT.L,UBS [Irl] ETF Plc
URU.L,Uru Metals Limited
US10.L,Multi Units France
US13.L,Multi Units France
USA.L,Baillie Gifford US Growth Trust Plc
USAG.L,SSGA SPDR ETFS Europe I Plc
USAL.L,Lyxor International Asse
USAU.L,Lyxor International Asse
USCSLL2X.L,FTSE USA Small Cap Super Liquid 2X Daily
USCSLL3X.L,FTSE USA Small Cap Super Liquid 3X Daily
USCSLS1X.L,FTSE USA Small Cap Super Liquid Daily Sh
USCSLS2X.L,FTSE USA Small Cap Super Liquid 2X Daily
USCSLS3X.L,FTSE USA Small Cap Super Liquid 3X Daily
USDV.L,SSGA SPDR ETFS Europe I Plc
USF.L,US Solar Fund Plc
USFM.L,UBS [Irl] ETF Plc
USFP.L,US Solar Fund Plc
USFR.L,Wisdomtree Issuer Plc
USGB.L,ETFS Foreign Exchange Limited
USHF.L,Fundlogic Alternatives Plc
USHY.L,Lyxor Index Fund
USIG.L,Lyxor Index Fund
USIX.L,Lyxor Index Fund
USLV.L,SSGA SPDR ETFS Europe I
USML.L,Invesco Markets Plc
USMV.L,Ossiam Lux
USP3.L,ETFS Foreign Exchange Li
USP5.L,ETFS Foreign Exchange Limited
USPG.L,UBS [Irl] ETF Plc
USPY.L,Go Ucits ETF Solutions Plc
USSC.L,SSGA SPDR ETFS Europe II
USTY.L,SSGA SPDR ETFS Europe I
USVL.L,SSGA SPDR ETFS Europe II
USY.L,Unisys Corporation
UTG.L,Unite Group Plc
UTIL.L,SSGA SPDR ETFS Europe II
UTIP.L,SSGA SPDR ETFS Europe I Plc
UTL.L,Utilico Investments Limited
UTLG.L,Uil Finance Limited
UTLH.L,Uil Finance Limited
UU.L,United Utilities
UVAL.L,SSGA SPDR ETFS Europe II
VAGP.L,Vanguard Funds Plc
VAGS.L,Vanguard Funds Plc
VAGU.L,Vanguard Funds Plc
VAL.L,Valirx Plc
VANL.L,Van Elle Holdings Plc
VANQ.L,Vanquis Banking Group PLC
VAPU.L,Vanguard Funds Plc
VAPX.L,Vanguard Funds Plc
VARE.L,
VAST.L,Vast Resources Plc
VCAP.L,
VCP.L,Victoria Plc
VCPA.L,Vanguard Funds Plc
VCT.L,Victrex Plc
VDCA.L,Vanguard Funds Plc
VDCP.L,Vanguard Funds Plc
VDEA.L,Vanguard Funds Plc
VDEM.L,Vanguard Funds Plc
VDET.L,Vanguard Funds Plc
VDEV.L,Vanguard Funds Plc
VDJP.L,Vanguard Funds Plc
VDNR.L,Vanguard Funds Plc
VDPA.L,Vanguard Funds Plc
VDPG.L,Vanguard Funds Plc
VDPX.L,Vanguard Funds Plc
VDTA.L,Vanguard Funds Plc
VDTK.L,Verditek Plc
VDTY.L,Vanguard Funds Plc
VDUC.L,Vanguard Funds Plc
VECA.L,Vanguard Funds Plc
VECP.L,Vanguard Funds Plc
VEIL.L,Vietnam Enterprise Investments Limited
VEL.L,Velocity Composites Plc
VELA.L,Vela Technologies Plc
VEMA.L,Vanguard Funds Plc
VEMT.L,Vanguard Funds Plc
VERE.L,Vanguard Funds Plc
VERG.L,Vanguard Funds Plc
VERX.L,Vanguard Funds Plc
VETA.L,Vanguard Funds Plc
VETY.L,Vanguard Funds Plc
VEUA.L,Vanguard Funds Plc
VEUD.L,Vanguard Funds Plc
VEUR.L,Vanguard Funds Plc
VEVE.L,Vanguard Funds Plc
VFEA.L,Vanguard Funds Plc
VFEG.L,Vanguard Funds Plc
VFEM.L,Vanguard Funds Plc
VGOV.L,Vanguard Funds Plc
VGVA.L,Vanguard Funds Plc
VHVE.L,Vanguard Funds Plc
VHVG.L,Vanguard Funds Plc
VHYA.L,Vanguard Funds Plc
VHYD.L,Vanguard Funds Plc
VHYG.L,Vanguard Funds Plc
VHYL.L,Vanguard Funds Plc
VIC.L,
VID.L,
VILX.L,Boost Issuer Public Limited Company
VINO.L,
VIP.L,Vipera Plc
VIS2.L,Leverage Shares Public Limited Company
VISE.L,Leverage Shares Public Limited Company
VIXL.L,Boost Issuer Public Limited Company
VJPA.L,Vanguard Funds Plc
VJPB.L,Vanguard Funds Plc
VJPN.L,Vanguard Funds Plc
VLE.L,Volvere Plc
VLG.L,Venture Life Group Plc
VLS.L,Velocys Plc
VLX.L,Volex Plc
VMID.L,Vanguard Funds Plc
VMIG.L,Vanguard Funds Plc
VMUK.L,Virgin Money UK Plc
VNET.L,Vianet Group Plc
VNH.L,Vietnam Holding Limited
VNRA.L,Vanguard Funds Plc
VNRG.L,Vanguard Funds Plc
VNRT.L,Vanguard Funds Plc
VO32.L,Vodafone Group Plc
VOD.L,Vodafone Group Plc
VOF.L,Vinacapital Vietnam Opportunity Fund Ld
VOLT.L,Source Markets Public Limited Company
VOX.L,VASTox Plc
VP.L,VP Plc
VRCI.L,
VRPS.L,Invesco Markets II Plc
VRS.L,Versarien Plc
VSCA.L,Vanguard Funds Plc
VSL.L,Vpc Specialty Lending IN
VSVS.L,Vesuvius Plc
VTA.L,Volta Finance Limited
VTAS.L,Volta Finance Limited
VTU.L,Vertu Motors Plc
VTY.L,
VUAA.L,Vanguard Funds Plc
VUAG.L,Vanguard Funds Plc
VUCP.L,Vanguard Funds Plc
VUKE.L,Vanguard Funds Plc
VUKG.L,Vanguard Funds Plc
VUSA.L,Vanguard Funds Plc
VUSC.L,Vanguard Funds Plc
VUSD.L,Vanguard Funds Plc
VUTA.L,Vanguard Funds Plc
VUTY.L,Vanguard Funds Plc
VWCG.L,Vanguard Funds Plc
VWRA.L,Vanguard Funds Plc
VWRD.L,Vanguard Funds Plc
VWRL.L,Vanguard Funds Plc
VWRP.L,Vanguard Funds Plc
W7L.L,Warpaint London Plc
WATL.L,Lyxor International Asse
WATR.L,Water Intelligence Plc
WBI.L,Woodbois Limited
WCAT.L,
WCLD.L,Wisdomtree Issuer Plc
WCOA.L,Wisdomtree Issuer Plc
WCOB.L,Wisdomtree Issuer Plc
WCOD.L,SSGA SPDR ETFS Europe II Plc
WCOG.L,Wisdomtree Issuer Plc
WCOM.L,Wisdomtree Issuer Plc
WCOS.L,SSGA SPDR ETFS Europe II Plc
WCW.L,Walker Crips Group Plc
WDNA.L,Widney 8.76%Prf
WDSC.L,SSGA SPDR ETFS Europe II
WEAT.L,ETFS Commodity Securities Limited
WEB.L,Webis Holdings Plc
WEIR.L,Weir Group Plc
WELL.L,Hanetf Icav
WELP.L,Hanetf Icav
WEN.L,Wentworth Resources Plc
WESG.L,Multi Units Luxembourg
WFIN.L,SSGA SPDR ETFS Europe II Plc
WG.L,Wood Group (John)
WHEA.L,SSGA SPDR ETFS Europe II Plc
WHI.L,W.H. Ireland Group Plc
WHR.L,Warehouse REIT Plc
WI01.L,FTSE World
WI02.L,FTSE World Ex South Afri
WI03.L,FTSE World Europe Ex EUR
WIAU.L,Ishares IV Plc
WIAUS.L,FTSE Australia Index
WIAUT.L,FTSE Austria Index
WIBEL.L,FTSE Belgium/Lux Index
WIBRA.L,FTSE Brazil Index
WIBRAFC.L,FTSE Brazil 30/18 Capped Index
WIBRAFCN.L,FTSE Brazil 30/18 Capped Net Tax Index
WICAN.L,FTSE Canada Index
WICHE.L,FTSE Switzerland Index
WICHL.L,FTSE Chile Index
WICHN.L,FTSE China Index
WICHNFC.L,FTSE China 30/18 Capped Index
WICHNFCN.L,FTSE China 30/18 Capped Net Tax Index
WICOL.L,FTSE Colombia Index
WICZH.L,FTSE Czech Rep. Index
WIDEN.L,FTSE Denmark Index
WIDEU.L,FTSE Germany Index
WIEGY.L,FTSE Egypt Index
WIESP.L,FTSE Spain Index
WIFIN.L,FTSE Finland Index
WIFRA.L,FTSE France Index
WIGBR.L,FTSE UK Index
WIGG.L,Ishares IV Plc
WIGRC.L,FTSE Greece Index
WIHKG.L,FTSE Hong Kong Index
WIHUN.L,FTSE Hungary Index
WIIDN.L,FTSE Indonesia Index
WIIND.L,FTSE India Index
WIINDFC.L,FTSE India 30/18 Capped Index
WIINDFCN.L,FTSE India 30/18 Capped Net Tax Index
WIINDQY.L,FTSE India Quality and Yield Select Inde
WIINDQYR.L,FTSE India Quality and Yield Select Net
WIIRL.L,FTSE Ireland Index
WIISR.L,FTSE Israel Index
WIITA.L,FTSE Italy Index
WIJPNC.L,FTSE Japan Index
WIJPNE.L,FTSE Japan Index EUR
WIJPNG.L,FTSE Japan Index - GBP
WIJPNL2X.L,FTSE Japan 2X Daily Leveraged Index
WIJPNL3X.L,FTSE Japan 3X Daily Leveraged Index
WIJPNS1X.L,FTSE Japan Daily Short Index
WIJPNS2X.L,FTSE Japan 2X Daily Short Index
WIJPNS3X.L,FTSE Japan 3X Daily Short Index
WIJPNU.L,FTSE Japan Index - USD
WIJPUMVN.L,FTSE Japan Minimum Varia
WIKOR.L,FTSE Korea Index
WIKORFC.L,FTSE Korea 30/18 Capped Index
WIKORFCN.L,FTSE Korea 30/18 Capped Net Tax Index
WIKWT.L,FTSE Kuwait Index
WIL.L,Wilmington Group Plc
WIMAL.L,FTSE Malaysia Index
WIMEX.L,FTSE Mexico Index
WIN.L,Wincanton Plc
WINE.L,Naked Wines Plc
WING.L,Ishares IV Plc
WINK.L,M Winkworth Plc
WINLD.L,FTSE Netherlands Index
WINOR.L,FTSE Norway Index
WINZL.L,FTSE New Zealand Index
WIPAK.L,FTSE Pakistan Index
WIPHL.L,FTSE Philippines Index
WIPOL.L,FTSE Poland Index
WIPTL.L,FTSE Portugal Index
WIQAT.L,FTSE Qatar Index
WISE.L,
WISGP.L,FTSE Singapore Index
WISWE.L,FTSE Sweden Index
WITHA.L,FTSE Thailand Index
WITUR.L,FTSE Turkey Index
WITWN.L,FTSE Taiwan Index
WIUAE.L,FTSE UAE Index
WIUSA.L,FTSE USA Index
WIUSAMVN.L,FTSE USA Minimum Varianc
WIX.L,
WIZAF.L,FTSE South Africa Index
WIZZ.L,Wizz Air Holdings Plc
WJG.L,Watkin Jones Plc
WKOF.L,Weiss Korea Opportunity
WKP.L,Workspace Group Plc
WLDD.L,Lyxor International Asse
WLDL.L,Lyxor International Asse
WLDS.L,Ishares III Plc
WLDU.L,Lyxor International Asse
WMAT.L,SSGA SPDR ETFS Europe II Plc
WMVG.L,Ishares Vi Plc
WNDU.L,SSGA SPDR ETFS Europe II Plc
WNGE.L,Ishares IV Plc
WNRG.L,SSGA SPDR ETFS Europe II Plc
WNWD.L,
WOOD.L,Ishares II Plc
WOSC.L,SSGA SPDR ETFS Europe II
WOSG.L,Watches of Switzerland Group Plc
WPHO.L,Windar Photonics Plc
WPM.L,
WPP.L,Wpp Plc
WPS.L,
WQDS.L,Ishares II Plc
WQDV.L,Ishares II Plc
WREN.L,WREN EXTRA CARE GROUP PLC ORD GBP0.10
WRKS.L,Theworks.Co.Uk Plc
WSBN.L,Wishbone Gold Plc
WSG.L,Westminster Group Plc
WSL.L,Worldsec Ld
WSML.L,Ishares III Plc
WSP.L,Wynnstay Properties Plc
WTAI.L,Wisdomtree Issuer Plc
WTAN.L,Witan Investment Trust Plc
WTB.L,Whitbread Plc
WTE.L,Westmount Energy Limited
WTEC.L,SSGA SPDR ETFS Europe II Plc
WTEL.L,SSGA SPDR ETFS Europe II Plc
WTID.L,Boost Issuer Public Limi
WUKD.L,Wisdomtree Issuer Plc
WUTI.L,SSGA SPDR ETFS Europe II Plc
WWH.L,Worldwide Healthcare Trust Plc
WYN.L,Wynnstay Group Plc
X7PP.L,Source Markets Public Li
X7PS.L,Source Markets Public Li
XAR.L,Xaar Plc
XASX.L,DB X-Trackers Dbx FTSE All-Shar
XAUS.L,DB X-Trackers Dbx S&P/Asx 200 E
XAXD.L,DB X-Trackers Dbx MSCI AC Asia
XAXJ.L,DB X-Trackers Dbx MSCI AC Asia
XBAG.L,DB X-Trackers II
XBAK.L,DB X-Trackers Dbx MSCI Pakistan
XBCU.L,DB X-Trackers Dbx Dblci - Oy BA
XBGG.L,DB X-Trackers II
XBLC.L,DB X-Trackers II
XCAD.L,DB X-Trackers Dbx MSCI Canada E
XCHA.L,DB X-Trackers Dbx Csi300 ETF
XCS2.L,DB X-Trackers II
XCS3.L,DB X-Trackers
XCS4.L,DB X-Trackers
XCS5.L,DB X-Trackers
XCS6.L,DB X-Trackers
XCX3.L,DB X-Trackers
XCX4.L,DB X-Trackers
XCX5.L,DB X-Trackers
XCX6.L,DB X-Trackers
XD3E.L,DB X-Trackers
XD5D.L,DB X-Trackers
XD5E.L,DB X-Trackers
XD5S.L,DB X-Trackers
XD9U.L,Concept Fund Solutions P
XDAX.L,DB X-Trackers
XDBG.L,DB X-Trackers Dbx Dblci - Oy BA
XDDX.L,DB X-Trackers DB X-Trackers DAX
XDEB.L,Concept Fund Solutions P
XDEM.L,Concept Fund Solutions P
XDEQ.L,Concept Fund Solutions P
XDER.L,DB X-Trackers Dbx FTSE Epra/Nar
XDEV.L,Concept Fund Solutions P
XDEW.L,Concept Fund Solutions P
XDEX.L,Concept Fund Solutions P
XDGU.L,Concept Fund Solutions Plc
XDJP.L,DB X-Trackers Dbxt Nikkei 225 D
XDN0.L,Concept Fund Solutions P
XDNG.L,Concept Fund Solutions P
XDNS.L,Concept Fund Solutions P
XDNU.L,Concept Fund Solutions P
XDNY.L,Concept Fund Solutions P
XDPG.L,Concept Fund Solutions P
XDUK.L,DB X-Trackers Dbxt Ftse100 [Dir
XDUS.L,Concept Fund Solutions P
XDW0.L,Concept Fund Solutions Plc
XDWC.L,Concept Fund Solutions Plc
XDWD.L,Concept Fund Solutions P
XDWE.L,Concept Fund Solutions P
XDWF.L,Concept Fund Solutions Plc
XDWG.L,Concept Fund Solutions Plc
XDWH.L,Concept Fund Solutions Plc
XDWI.L,Concept Fund Solutions Plc
XDWL.L,Concept Fund Solutions Plc
XDWM.L,Concept Fund Solutions Plc
XDWS.L,Concept Fund Solutions Plc
XDWT.L,Concept Fund Solutions Plc
XDWU.L,Concept Fund Solutions Plc
XDWY.L,Xtrackers [Ie] Public Limited Company
XEMD.L,DB X-Trackers Dbx MSCI Emerging
XEOU.L,DB X-Trackers
XESC.L,DB X-Trackers Dbx Euro Stoxx 50
XESX.L,DB X-Trackers Dbx Euro Stoxx 50
XEUM.L,DB X-Trackers Dbx MSCI Europe M
XFFE.L,Xtrackers II
XFVT.L,DB X-Trackers Dbx FTSE Vietnam
XG7S.L,DB X-Trackers II
XG7U.L,DB X-Trackers II
XGDD.L,DB X-Trackers Dbx Stoxx Global
XGED.L,Concept Fund Solutions Plc
XGGB.L,Xtrackers II
XGID.L,DB X-Trackers Dbx S&P Gbl Infra
XGIG.L,DB X-Trackers II Dbx Global Inf
XGIU.L,DB X-Trackers II
XGLD.L,DB Etc Plc
XGLE.L,DB X-Trackers II Dbx Iboxx EUR
XGLF.L,Concept Fund Solutions P
XGLS.L,DB Etc Plc
XGSD.L,DB X-Trackers Dbx Stoxx Global
XGSG.L,DB X-Trackers II Dbx Global Sov
XGSI.L,DB X-Trackers II
XHYG.L,DB X-Trackers II
XIDD.L,DB X-Trackers Dbx MSCI Indonesi
XIN0.L,FTSE Xinhua China 25
XIN0CN.L,FTSE China 50 Net Tax CA
XIN0N.L,FTSE Xinhua China 50
XIN0U.L,Ftse/Xinhua China 25 Ind
XIN0UL2X.L,FTSE China 50 2X Daily Leveraged Index
XIN0UL3X.L,FTSE China 50 3X Daily Leveraged Index
XIN0UN.L,FTSE Xinhua China 50
XIN0US1X.L,FTSE China 50 2X Daily Short Index
XIN0US2X.L,FTSE China 50 Daily Short Index
XIN0US3X.L,FTSE China 50 3X Daily Short Index
XIN150.L,FTSE China A 150 Index
XIN3.L,FTSE Xinhua A 200 Index
XIN4.L,FTSE Xinhua A 600 Index
XIN5.L,FTSE Xinhua A 400 Index
XIN9.L,FTSE China A50 Index
XINA50N.L,FTSE China A50 Net Index
XINBV.L,Ftse/Xinhua Blueship Value 100 Idx
XINH.L,Ftse/Xinhua H Share Index
XKS2.L,DB X-Trackers
XKSD.L,DB X-Trackers Dbx MSCI Korea Et
XLBP.L,Source Markets Public Li
XLBS.L,Source Markets Public Limited Company
XLCP.L,Invesco Markets Plc
XLCS.L,Invesco Markets Plc
XLDX.L,DB X-Trackers Dbx Levdax Daily
XLEP.L,Source Markets Public Li
XLES.L,Source Markets Public Limited Company
XLFQ.L,Source Markets Public Li
XLFS.L,Source Markets Public Limited Company
XLIP.L,Source Markets Public Li
XLIS.L,Source Markets Public Limited Company
XLKQ.L,Source Markets Public Li
XLKS.L,Source Markets Public Limited Company
XLM.L,Xlmedia Plc
XLPE.L,DB X-Trackers Dbx Lpx Mm Privat
XLPP.L,Source Markets Public Li
XLPS.L,Source Markets Public Limited Company
XLUP.L,Source Markets Public Li
XLUS.L,Source Markets Public Limited Company
XLVP.L,Source Markets Public Li
XLVS.L,Source Markets Public Limited Company
XLYP.L,Source Markets Public Li
XLYS.L,Source Markets Public Limited Company
XMAD.L,DB X-Trackers Dbx MSCI Emerging
XMAF.L,DB X-Trackers Dbx MSCI Efm Afri
XMAS.L,DB X-Trackers Dbx MSCI Emerging
XMAW.L,Concept Fund Solutions P
XMBD.L,DB X-Trackers Dbx MSCI Brazil E
XMBR.L,DB X-Trackers Dbx MSCI Brazil E
XMCX.L,DB X-Trackers Dbx FTSE 250 ETF
XMED.L,DB X-Trackers Dbx MSCI Europe E
XMEM.L,DB X-Trackers Dbx MSCI Emerging
XMES.L,DB X-Trackers Dbx MSCI Mexico E
XMEU.L,DB X-Trackers Dbx MSCI Europe E
XMEX.L,DB X-Trackers Dbx MSCI Mexico E
XMID.L,DB X-Trackers Dbx MSCI Indonesi
